FECHA,LINEA,TURNO,EQUIPO,DAÑO,RAZON,TIEMPO,FRECUENCIA,AÑO,MES,,,,,,
14/04/2024,Refinación Física Gianazza,,CALDERA WANSON (H9301),FALLA EN CONTROLADOR DE LA CALDERA,DAÑOS EN EL RTD PT100 DE LA CHIMENEA DE HUMOS,240,1,2024,ABRIL,,14/04/2024,Refinación Física Gianazza,CALDERA WANSON (H9301),FALLA EN CONTROLADOR DE LA CALDERA,DAÑOS EN EL RTD PT100 DE LA CHIMENEA DE HUMOS
14/04/2024,SBO6,,COMPRESOR DE ALTA 4-HA-6LT,Fuga de aire por tuberia en tanque acumulador,Rotura de empaque en tuberia,36,1,2024,ABRIL,,14/04/2024,SBO6,COMPRESOR DE ALTA 4-HA-6LT,Fuga de aire por tuberia en tanque acumulador,Rotura de empaque en tuberia
14/04/2024,SBO6,,SOPLADORA SBO6,Falla codificador/sensor paso de máquina,Junta de aire pierde su posición inicial,45,1,2024,ABRIL,,14/04/2024,SBO6,SOPLADORA SBO6,Falla codificador/sensor paso de máquina,Junta de aire pierde su posición inicial
15/04/2024,Bidones,,LLENADORA DE BIDONES N°1,INTERVENCIÓN BOQUILLA X FUGA,INTERVENCIÓN BOQUILLA X FUGA,10,1,2024,ABRIL,,15/04/2024,Bidones,LLENADORA DE BIDONES N°1,INTERVENCIÓN BOQUILLA X FUGA,INTERVENCIÓN BOQUILLA X FUGA
15/04/2024,,,,Limpieza de cabezal,Limpieza de cabezal,16,1,2024,ABRIL,,15/04/2024,Bidones,LLENADORA DE BIDONES N°1,Limpieza de cabezal,Limpieza de cabezal
15/04/2024,Refinación Física Gianazza,,TANQUE DESAIREADOR,BLOQUEO DE LA VALVULA YV315,FALLAS ELECTRICAS EN MECANISMO DE CIERRE/ABRIR,53,1,2024,ABRIL,,15/04/2024,Refinación Física Gianazza,TANQUE DESAIREADOR,BLOQUEO DE LA VALVULA YV315,FALLAS ELECTRICAS EN MECANISMO DE CIERRE/ABRIR
15/04/2024,SBO6,,SOPLADORA SBO6,Falla amortiguadores en topes de estirado,Presenta dificultad al entrar al tope por rebabas,123,1,2024,ABRIL,,15/04/2024,SBO6,SOPLADORA SBO6,Falla amortiguadores en topes de estirado,Presenta dificultad al entrar al tope por rebabas
15/04/2024,SBO6,,SOPLADORA SBO6,Fuga de agua por manguera de agua rota puesto 3,Manguera de agua rota,20,1,2024,ABRIL,,15/04/2024,SBO6,SOPLADORA SBO6,Fuga de agua por manguera de agua rota puesto 3,Manguera de agua rota
16/04/2024,Krupp No1,,SOPLADORA KRUPP N°1,Falla bloque de válvulas hidráulicas,Pérdida de presión en la máquina por falla en bloque de válvulas,128,1,2024,ABRIL,,16/04/2024,Krupp No1,SOPLADORA KRUPP N°1,Falla bloque de válvulas hidráulicas,Pérdida de presión en la máquina por falla en bloque de válvulas
16/04/2024,,,,Limpieza de cabezal,Limpieza de cabezal,17,1,2024,ABRIL,,16/04/2024,Krupp No1,SOPLADORA KRUPP N°1,Limpieza de cabezal,Limpieza de cabezal
16/04/2024,Krupp No2,,SOPLADORA KRUPP N°2,Falla eléctrica en pinza,Daño en rele eléctrico,22,1,2024,ABRIL,,16/04/2024,Krupp No2,SOPLADORA KRUPP N°2,Falla eléctrica en pinza,Daño en rele eléctrico
16/04/2024,Krupp No2,,SOPLADORA KRUPP N°2,Fuga de material en el cabezal,Rotura de espárragos del cabezal,428,1,2024,ABRIL,,16/04/2024,Krupp No2,SOPLADORA KRUPP N°2,Fuga de material en el cabezal,Rotura de espárragos del cabezal
16/04/2024,Refinación Física Gianazza,,TANQUE GEMELO PALMA,BLOQUEO DE SISTEMA DEL SUPERVISORIO,AVERAI EN SWITCH DE VALVULA DEL TQ MELLO DE PALMA,73,1,2024,ABRIL,,16/04/2024,Refinación Física Gianazza,TANQUE GEMELO PALMA,BLOQUEO DE SISTEMA DEL SUPERVISORIO,AVERAI EN SWITCH DE VALVULA DEL TQ MELLO DE PALMA
16/04/2024,SBO6,,SOPLADORA SBO6,Falla turnelas del horno,"Revisión y ajustede turnela # 73, sincronización de horno",240,1,2024,ABRIL,,16/04/2024,SBO6,SOPLADORA SBO6,Falla turnelas del horno,"Revisión y ajustede turnela # 73, sincronización de horno"
17/04/2024,A1,,BANDA TRANSP. DE ENTRADA A LA ETIQUETEADORA A1,SE PARTE ESLABON DE BANDA TABLETOP,SE PARTE ESLABON DE BANDA TABLETOP,40,1,2024,ABRIL,,17/04/2024,A1,BANDA TRANSP. DE ENTRADA A LA ETIQUETEADORA A1,SE PARTE ESLABON DE BANDA TABLETOP,SE PARTE ESLABON DE BANDA TABLETOP
17/04/2024,,,,Limpieza de cabezal,Limpieza de cabezal,40,2,2024,ABRIL,,17/04/2024,A1,BANDA TRANSP. DE ENTRADA A LA ETIQUETEADORA A1,Limpieza de cabezal,Limpieza de cabezal
17/04/2024,SBO6,,SOPLADORA SBO6,Falla codificador/sensor paso de máquina,La junta de aire pierde su posición,100,1,2024,ABRIL,,17/04/2024,SBO6,SOPLADORA SBO6,Falla codificador/sensor paso de máquina,La junta de aire pierde su posición
17/04/2024,SBO6,,SOPLADORA SBO6,Falla sensor paso de máquina,Falla sensor paso de máquina,20,1,2024,ABRIL,,17/04/2024,SBO6,SOPLADORA SBO6,Falla sensor paso de máquina,Falla sensor paso de máquina
18/04/2024,,,,Limpieza de cabezal,Limpieza de cabezal,33,2,2024,ABRIL,,18/04/2024,SBO6,SOPLADORA SBO6,Limpieza de cabezal,Limpieza de cabezal
18/04/2024,SBO2F,,SOPLADORA SBO2F,Falla contador de botelllas en pantalla nueva,"Hacia conteo inverso, se corrige pantalla con contratista",42,1,2024,ABRIL,,18/04/2024,SBO2F,SOPLADORA SBO2F,Falla contador de botelllas en pantalla nueva,"Hacia conteo inverso, se corrige pantalla con contratista"
19/04/2024,Jabonería Barranquilla,,SELLADORA DE CAJAS L1,BANDAS SE DESLIZAN EN LA ENTRADA DE LA CAJA,CORREA DENTADA DAÑADA,363,1,2024,ABRIL,,19/04/2024,Jabonería Barranquilla,SELLADORA DE CAJAS L1,BANDAS SE DESLIZAN EN LA ENTRADA DE LA CAJA,CORREA DENTADA DAÑADA
19/04/2024,,,,Limpieza de cabezal,Limpieza de cabezal,31,2,2024,ABRIL,,19/04/2024,Jabonería Barranquilla,SELLADORA DE CAJAS L1,Limpieza de cabezal,Limpieza de cabezal
19/04/2024,Refinación Física Gianazza,,DOSIFICADOR DE TIERRA N°2 (DS3262),TORNILLO DETENIDO Y ATASCADO,DAÑOS EN VARIADOR DE VELOCIDAD,420,1,2024,ABRIL,,19/04/2024,Refinación Física Gianazza,DOSIFICADOR DE TIERRA N°2 (DS3262),TORNILLO DETENIDO Y ATASCADO,DAÑOS EN VARIADOR DE VELOCIDAD
20/04/2024,Jabonería Barranquilla,,COMPRESORA N°1 L1,DESGASTE DE TORNILLOS DE LA COMPRESORA No 1.,DESGASTE DE TORNILLOS DE LA COMPRESORA No 1.,60,1,2024,ABRIL,,20/04/2024,Jabonería Barranquilla,COMPRESORA N°1 L1,DESGASTE DE TORNILLOS DE LA COMPRESORA No 1.,DESGASTE DE TORNILLOS DE LA COMPRESORA No 1.
20/04/2024,Jabonería Barranquilla,,COMPRESORA N°1 L1,FLUJO RESTRINGIDO CASI QUE EN SU TOTALIDAD,DESGASTE EN JUEGO DE TORNILLOS,250,1,2024,ABRIL,,20/04/2024,Jabonería Barranquilla,COMPRESORA N°1 L1,FLUJO RESTRINGIDO CASI QUE EN SU TOTALIDAD,DESGASTE EN JUEGO DE TORNILLOS
20/04/2024,Jabonería Barranquilla,,SELLADORA DE CAJAS L1,DAÑO EN SISTEMA E TRANSMISIÓN DE LA MAQUINA,DAÑO EN SISTEMA E TRANSMISIÓN DE LA MAQUINA,270,1,2024,ABRIL,,20/04/2024,Jabonería Barranquilla,SELLADORA DE CAJAS L1,DAÑO EN SISTEMA E TRANSMISIÓN DE LA MAQUINA,DAÑO EN SISTEMA E TRANSMISIÓN DE LA MAQUINA
20/04/2024,,,,Limpieza de cabezal,Limpieza de cabezal,42,2,2024,ABRIL,,20/04/2024,Jabonería Barranquilla,SELLADORA DE CAJAS L1,Limpieza de cabezal,Limpieza de cabezal
20/04/2024,Linea 1 Sólidos Barranquilla,,AGITADOR TANQUE DE FASE ACUOSA 1000 L,AGITADOR PARTIDO,AGIRADOR PARTIDO,180,1,2024,ABRIL,,20/04/2024,Linea 1 Sólidos Barranquilla,AGITADOR TANQUE DE FASE ACUOSA 1000 L,AGITADOR PARTIDO,AGIRADOR PARTIDO
20/04/2024,SBO2F,,SOPLADORA SBO2F,"Falla tobera puesto 2, fuga de aire",Junta de vara en mal estado,64,1,2024,ABRIL,,20/04/2024,SBO2F,SOPLADORA SBO2F,"Falla tobera puesto 2, fuga de aire",Junta de vara en mal estado
21/04/2024,A2,,ENCARTONADORA A2,FALLA MELLER,DISPARO TERMICO,15,1,2024,ABRIL,,21/04/2024,A2,ENCARTONADORA A2,FALLA MELLER,DISPARO TERMICO
21/04/2024,Jabonería Barranquilla,,COMPRESORA N°3 L1,DESGASTE DE TORNILLO,DESGASTE EN LOS TORNILLOS DE LA COMPRESORA,40,1,2024,ABRIL,,21/04/2024,Jabonería Barranquilla,COMPRESORA N°3 L1,DESGASTE DE TORNILLO,DESGASTE EN LOS TORNILLOS DE LA COMPRESORA
21/04/2024,,,,Limpieza de cabezal,Limpieza de cabezal,36,2,2024,ABRIL,,21/04/2024,Jabonería Barranquilla,COMPRESORA N°3 L1,Limpieza de cabezal,Limpieza de cabezal
21/04/2024,Linea 1 Sólidos Barranquilla,,AGITADOR TANQUE DE FASE ACUOSA 1000 L,agitador partido - limpieza de tanque,agitador partido - limpieza de tanque,180,1,2024,ABRIL,,21/04/2024,Linea 1 Sólidos Barranquilla,AGITADOR TANQUE DE FASE ACUOSA 1000 L,agitador partido - limpieza de tanque,agitador partido - limpieza de tanque
22/04/2024,A2,,BOMBA DE ALIMENTACIÓN A2,FALLA BOMBA,FUGA CARCASA,120,1,2024,ABRIL,,22/04/2024,A2,BOMBA DE ALIMENTACIÓN A2,FALLA BOMBA,FUGA CARCASA
22/04/2024,Bidones,,BANDA TRANSPORTADORAS ENVASE - CEDIS,FALLO BANDA ACUM,FALLO BANDA ACUM,30,1,2024,ABRIL,,22/04/2024,Bidones,BANDA TRANSPORTADORAS ENVASE - CEDIS,FALLO BANDA ACUM,FALLO BANDA ACUM
22/04/2024,Krupp No1,,SOPLADORA KRUPP N°1,Falla baja presión en bloque de válvula,"Limpieza del bloque, se encuentra metales dentro del sistema",289,1,2024,ABRIL,,22/04/2024,Krupp No1,SOPLADORA KRUPP N°1,Falla baja presión en bloque de válvula,"Limpieza del bloque, se encuentra metales dentro del sistema"
22/04/2024,,,,Limpieza de cabezal,Limpieza de cabezal,17,1,2024,ABRIL,,22/04/2024,Krupp No1,SOPLADORA KRUPP N°1,Limpieza de cabezal,Limpieza de cabezal
22/04/2024,SBO6,,SOPLADORA SBO6,Falla codificador/sensor paso de máquina,La junta de aire pierde su posición,30,1,2024,ABRIL,,22/04/2024,SBO6,SOPLADORA SBO6,Falla codificador/sensor paso de máquina,La junta de aire pierde su posición
22/04/2024,SBO6,,SOPLADORA SBO6,Falla válvula de presoplado puesto 1,Falla válvula de presoplado puesto 1,40,1,2024,ABRIL,,22/04/2024,SBO6,SOPLADORA SBO6,Falla válvula de presoplado puesto 1,Falla válvula de presoplado puesto 1
23/04/2024,Jabonería Barranquilla,,COMPRESORA N°1 L1,EQUIPO ATASCADO,SE CAE PLUMILLA DOSIFICADORA DE PERFUME Y SE ATASCA EN LOS TORNILLOS,150,1,2024,ABRIL,,23/04/2024,Jabonería Barranquilla,COMPRESORA N°1 L1,EQUIPO ATASCADO,SE CAE PLUMILLA DOSIFICADORA DE PERFUME Y SE ATASCA EN LOS TORNILLOS
23/04/2024,Jabonería Barranquilla,,COMPRESORA N°2 L1,frenado de tornillo extrusor,se parte tornillo por desprendimiento de aspa,471,1,2024,ABRIL,,23/04/2024,Jabonería Barranquilla,COMPRESORA N°2 L1,frenado de tornillo extrusor,se parte tornillo por desprendimiento de aspa
23/04/2024,Jabonería Barranquilla,,COMPRESORA N°3 L1,CAMBIO DE TORNILLOS DE LA COMPRESORA,CAMBIO TORNILLOS DE LA COMPRESORA,360,1,2024,ABRIL,,23/04/2024,Jabonería Barranquilla,COMPRESORA N°3 L1,CAMBIO DE TORNILLOS DE LA COMPRESORA,CAMBIO TORNILLOS DE LA COMPRESORA
23/04/2024,Krupp No1,,SOPLADORA KRUPP N°1,Baja presión en aceite hidráulico,Pérdida de presión hidráulica en bloque de válvulas,40,1,2024,ABRIL,,23/04/2024,Krupp No1,SOPLADORA KRUPP N°1,Baja presión en aceite hidráulico,Pérdida de presión hidráulica en bloque de válvulas
23/04/2024,,,,Limpieza de cabezal,Limpieza de cabezal,30,1,2024,ABRIL,,23/04/2024,Krupp No1,SOPLADORA KRUPP N°1,Limpieza de cabezal,Limpieza de cabezal
23/04/2024,Refinación Física Gianazza,,CALDERA WANSON (H9301),EQUIPO NO ENCIENDE,RELACIÓN DE COMBUSTIÓN EN EQUIPO DESAJUSTADA,30,1,2024,ABRIL,,23/04/2024,Refinación Física Gianazza,CALDERA WANSON (H9301),EQUIPO NO ENCIENDE,RELACIÓN DE COMBUSTIÓN EN EQUIPO DESAJUSTADA
23/04/2024,Refinación Física Gianazza,,TRANSPORTADOR POR VACIO DE ARENA FILTRANTE (PIAB),NO SUCCIONA TIERRA,NO SUCCIONA TIERRA,120,1,2024,ABRIL,,23/04/2024,Refinación Física Gianazza,TRANSPORTADOR POR VACIO DE ARENA FILTRANTE (PIAB),NO SUCCIONA TIERRA,NO SUCCIONA TIERRA
23/04/2024,Refinación Física Gianazza,,TRANSPORTADOR POR VACIO DE ARENA FILTRANTE (PIAB),no adiciona tierra filtrante,fuga de vacío por empaque de la válvula de fondo,94,1,2024,ABRIL,,23/04/2024,Refinación Física Gianazza,TRANSPORTADOR POR VACIO DE ARENA FILTRANTE (PIAB),no adiciona tierra filtrante,fuga de vacío por empaque de la válvula de fondo
24/04/2024,,,,Limpieza de cabezal,Limpieza de cabezal,63,2,2024,ABRIL,,24/04/2024,Refinación Física Gianazza,TRANSPORTADOR POR VACIO DE ARENA FILTRANTE (PIAB),Limpieza de cabezal,Limpieza de cabezal
24/04/2024,Krupp No2,,BANDA TRANSPORTADORA DE SALIDA DE LA MAQUINA DESBA,Daño motorreductor de banda transporte de bidones,Daño motorreductor de banda transporte de bidones,60,1,2024,ABRIL,,24/04/2024,Krupp No2,BANDA TRANSPORTADORA DE SALIDA DE LA MAQUINA DESBA,Daño motorreductor de banda transporte de bidones,Daño motorreductor de banda transporte de bidones
24/04/2024,Krupp No2,,SOPLADORA KRUPP N°2,Falla del computador de la máquina,"Computador no enciende, se apaga máquina",21,1,2024,ABRIL,,24/04/2024,Krupp No2,SOPLADORA KRUPP N°2,Falla del computador de la máquina,"Computador no enciende, se apaga máquina"
24/04/2024,Krupp No2,,SOPLADORA KRUPP N°2,Fallo en paro de emergencia,No enciende la máquina por falla eléctrica en paro de emergencia,60,1,2024,ABRIL,,24/04/2024,Krupp No2,SOPLADORA KRUPP N°2,Fallo en paro de emergencia,No enciende la máquina por falla eléctrica en paro de emergencia
24/04/2024,Refinación Física Gianazza,,CALDERA WANSON (H9301),no arranca,bajo nivel agua en el tk de expansión de la caldera Wanson,318,1,2024,ABRIL,,24/04/2024,Refinación Física Gianazza,CALDERA WANSON (H9301),no arranca,bajo nivel agua en el tk de expansión de la caldera Wanson
24/04/2024,SBO2F,,SOPLADORA SBO2F,Fuga de agua en molde 3000 ml puesto 1,"Se instalan valvulas reguladoras para controlar fuga de agua, no fue efectivo",36,1,2024,ABRIL,,24/04/2024,SBO2F,SOPLADORA SBO2F,Fuga de agua en molde 3000 ml puesto 1,"Se instalan valvulas reguladoras para controlar fuga de agua, no fue efectivo"
25/04/2024,,,,Limpieza de cabezal,Limpieza de cabezal,22,1,2024,ABRIL,,25/04/2024,SBO2F,SOPLADORA SBO2F,Limpieza de cabezal,Limpieza de cabezal
25/04/2024,Refinación Física Gianazza,,CALDERA WANSON (H9301),equipo no enciende,SE PRESENTA PERDIDA DEL AGUA DEL SISTEMA POR FUGA,156,1,2024,ABRIL,,25/04/2024,Refinación Física Gianazza,CALDERA WANSON (H9301),equipo no enciende,SE PRESENTA PERDIDA DEL AGUA DEL SISTEMA POR FUGA
25/04/2024,Refinación Física Gianazza,,TRANSPORTADOR POR VACIO DE ARENA FILTRANTE (PIAB),PROBLEMAS DE SUCCIÓN EN EL EQUIPO.,PROBLEMAS DE SUCCIÓN EN EL EQUIPO.,39,1,2024,ABRIL,,25/04/2024,Refinación Física Gianazza,TRANSPORTADOR POR VACIO DE ARENA FILTRANTE (PIAB),PROBLEMAS DE SUCCIÓN EN EL EQUIPO.,PROBLEMAS DE SUCCIÓN EN EL EQUIPO.
25/04/2024,Refinación Física Gianazza,,TRANSPORTADOR POR VACIO DE ARENA FILTRANTE (PIAB),no succiona,fuga por empaquetadura,165,1,2024,ABRIL,,25/04/2024,Refinación Física Gianazza,TRANSPORTADOR POR VACIO DE ARENA FILTRANTE (PIAB),no succiona,fuga por empaquetadura
26/04/2024,,,,Limpieza de cabezal,Limpieza de cabezal,15,1,2024,ABRIL,,26/04/2024,Refinación Física Gianazza,TRANSPORTADOR POR VACIO DE ARENA FILTRANTE (PIAB),Limpieza de cabezal,Limpieza de cabezal
26/04/2024,Refinación Física Gianazza,,TANQUE SLURRY (M3261),nivel falso en el radar,señal en el trasmisor fija mientras en el supervisorio indicaba vacío cero,396,1,2024,ABRIL,,26/04/2024,Refinación Física Gianazza,TANQUE SLURRY (M3261),nivel falso en el radar,señal en el trasmisor fija mientras en el supervisorio indicaba vacío cero
27/04/2024,,,,Limpieza de cabezal,Limpieza de cabezal,63,2,2024,ABRIL,,27/04/2024,Refinación Física Gianazza,TANQUE SLURRY (M3261),Limpieza de cabezal,Limpieza de cabezal
27/04/2024,Krupp No2,,SOPLADORA KRUPP N°2,Desajuste de postizo izquierdo,Postizo caído por desajuste,37,1,2024,ABRIL,,27/04/2024,Krupp No2,SOPLADORA KRUPP N°2,Desajuste de postizo izquierdo,Postizo caído por desajuste
29/04/2024,Bidones,,BANDAS TRANSPORTADORAS DE ACEITES Y GRASAS,tablero desenergizado,tablero desenergizado,25,1,2024,ABRIL,,29/04/2024,Bidones,BANDAS TRANSPORTADORAS DE ACEITES Y GRASAS,tablero desenergizado,tablero desenergizado
29/04/2024,,,,Limpieza de cabezal,Limpieza de cabezal,46,1,2024,ABRIL,,29/04/2024,Bidones,BANDAS TRANSPORTADORAS DE ACEITES Y GRASAS,Limpieza de cabezal,Limpieza de cabezal
29/04/2024,Krupp No2,,SOPLADORA KRUPP N°2,Falla en cierre de pinza,Ajuste de pinza por baja presión,31,1,2024,ABRIL,,29/04/2024,Krupp No2,SOPLADORA KRUPP N°2,Falla en cierre de pinza,Ajuste de pinza por baja presión
29/04/2024,Krupp No2,,SOPLADORA KRUPP N°2,Osbtrucción en boquilla del cabezal,Metal incrustado en la boquilla del cabezal,143,1,2024,ABRIL,,29/04/2024,Krupp No2,SOPLADORA KRUPP N°2,Osbtrucción en boquilla del cabezal,Metal incrustado en la boquilla del cabezal
30/04/2024,Krupp No2,,SOPLADORA KRUPP N°2,Falla en cierre de pinza,Falla de señal en el cierre de las pinzas,29,1,2024,ABRIL,,30/04/2024,Krupp No2,SOPLADORA KRUPP N°2,Falla en cierre de pinza,Falla de señal en el cierre de las pinzas
30/04/2024,Refinación Física Gianazza,,CALDERA WANSON (H9301),FUERA DE LINEA POR BAJO NIVEL DE AGUA,FUGAS DE AGUA EN SITIO NO DETERMINADO,377,1,2024,ABRIL,,30/04/2024,Refinación Física Gianazza,CALDERA WANSON (H9301),FUERA DE LINEA POR BAJO NIVEL DE AGUA,FUGAS DE AGUA EN SITIO NO DETERMINADO
01/05/2024,Krupp No2,,SOPLADORA KRUPP N°2,Falla sensor de reja,Conector suelto,44,1,2024,MAYO,,01/05/2024,Krupp No2,SOPLADORA KRUPP N°2,Falla sensor de reja,Conector suelto
01/05/2024,Refinación Física Gianazza,,CALDERA WANSON (H9301),SALE DE LINEA LA CALDERA WANSON,BAJO NIVEL DE AGUA DESMINERALIZADA,92,1,2024,MAYO,,01/05/2024,Refinación Física Gianazza,CALDERA WANSON (H9301),SALE DE LINEA LA CALDERA WANSON,BAJO NIVEL DE AGUA DESMINERALIZADA
01/05/2024,Refinación Física Gianazza,,TRANSPORTADOR POR VACIO DE ARENA FILTRANTE (PIAB),no succiona,baja presión de aire comprimido,80,1,2024,MAYO,,01/05/2024,Refinación Física Gianazza,TRANSPORTADOR POR VACIO DE ARENA FILTRANTE (PIAB),no succiona,baja presión de aire comprimido
01/05/2024,SBO2F,,SOPLADORA SBO2F,Falla micro de seguridad por mal enmangado,Se cae iman al micro de seguridad,35,1,2024,MAYO,,01/05/2024,SBO2F,SOPLADORA SBO2F,Falla micro de seguridad por mal enmangado,Se cae iman al micro de seguridad
01/05/2024,SBO6,,SOPLADORA SBO6,Falla eléctrica en electroválvula de soplado puest,Falso contacto en cable,20,1,2024,MAYO,,01/05/2024,SBO6,SOPLADORA SBO6,Falla eléctrica en electroválvula de soplado puest,Falso contacto en cable
02/05/2024,A2,,BANDA TRANSP. DE ENTRADA A LLENADORA DE ENVASES A2,TERMICO DISPARADO,TERMICO DISPARADO,55,1,2024,MAYO,,02/05/2024,A2,BANDA TRANSP. DE ENTRADA A LLENADORA DE ENVASES A2,TERMICO DISPARADO,TERMICO DISPARADO
02/05/2024,A2,,LLENADORA DE ENVASES A2,llenadora se apaga sin mostrar alarma alguna,falso contacto-corto en elemento eléctrico en tablero x vibración,15,1,2024,MAYO,,02/05/2024,A2,LLENADORA DE ENVASES A2,llenadora se apaga sin mostrar alarma alguna,falso contacto-corto en elemento eléctrico en tablero x vibración
02/05/2024,Jabonería Barranquilla,,BOMBA DE ALIMENTACIÓN CHILLER CARRIER,PRESNTA DAÑO EN EL MOTOR,PRESNTA DAÑO EN EL MOTOR,120,1,2024,MAYO,,02/05/2024,Jabonería Barranquilla,BOMBA DE ALIMENTACIÓN CHILLER CARRIER,PRESNTA DAÑO EN EL MOTOR,PRESNTA DAÑO EN EL MOTOR
02/05/2024,,,,Falla plato rompedor del cabezal,Se desacopla cabezal con barril para limpiar el plato rompedor,442,1,2024,MAYO,,02/05/2024,Jabonería Barranquilla,BOMBA DE ALIMENTACIÓN CHILLER CARRIER,Falla plato rompedor del cabezal,Se desacopla cabezal con barril para limpiar el plato rompedor
02/05/2024,Krupp No1,,SOPLADORA KRUPP N°1,Falla plato rompedor del cabezal,Se vuelve acoplar el cabezal con el barril después de la limpieza,120,1,2024,MAYO,,02/05/2024,Krupp No1,SOPLADORA KRUPP N°1,Falla plato rompedor del cabezal,Se vuelve acoplar el cabezal con el barril después de la limpieza
02/05/2024,SBO2F,,SOPLADORA SBO2F,Fuga de aire por tobera puesto 1,Juntas de varas en mal estado fueron cambiadas,60,1,2024,MAYO,,02/05/2024,SBO2F,SOPLADORA SBO2F,Fuga de aire por tobera puesto 1,Juntas de varas en mal estado fueron cambiadas
02/05/2024,SBO2F,,SOPLADORA SBO2F,Lamparas infrarrojas rotas en horno,"Dos lamparas rotas, fueron cambiadas y quedaron ok",60,1,2024,MAYO,,02/05/2024,SBO2F,SOPLADORA SBO2F,Lamparas infrarrojas rotas en horno,"Dos lamparas rotas, fueron cambiadas y quedaron ok"
02/05/2024,SBO6,,COMPRESOR DE ALTA 4-HA-6LT,Rotura de correas de transmisión,Rotura de correas de transmisión,119,1,2024,MAYO,,02/05/2024,SBO6,COMPRESOR DE ALTA 4-HA-6LT,Rotura de correas de transmisión,Rotura de correas de transmisión
02/05/2024,SBO6,,SOPLADORA SBO6,Falla codificador/sensor paso de máquina,La junta de aire pierde su posición,149,2,2024,MAYO,,02/05/2024,SBO6,SOPLADORA SBO6,Falla codificador/sensor paso de máquina,La junta de aire pierde su posición
02/05/2024,SBO6,,SOPLADORA SBO6,Falla de alimentación periféricas,Mal configuración de PLC,30,1,2024,MAYO,,02/05/2024,SBO6,SOPLADORA SBO6,Falla de alimentación periféricas,Mal configuración de PLC
03/05/2024,A2,,BANDA TRANSP. ENTRADA A LA ENCARTONADORA A2,banda atascada por guías en mal estado,banda atascada por guías en ml estado,150,1,2024,MAYO,,03/05/2024,A2,BANDA TRANSP. ENTRADA A LA ENCARTONADORA A2,banda atascada por guías en mal estado,banda atascada por guías en ml estado
